feature,mean_abs_shap
ORGANIC_SEARCH_CLICKS,302.177156905045
REFERRAL_CLICKS,78.57246586570623
trend,58.78958459097567
EMAIL_CLICKS,36.07369604470368
google_shopping_spend,28.734719615293326
google_pmax_spend,21.32081777687886
month,19.24568961813643
BRANDED_SEARCH_CLICKS,19.013137670289492
day_of_week,8.785636748152186
discount_rate,7.273298053751911
google_paid_search_spend,3.8600272971677163
meta_facebook_spend,3.5208860111165534
is_weekend,0.0012898261586368383
